Resource ID,Service Name,Usage Quantity,Usage Unit,Region/Zone,CPU Utilization (%),Memory Utilization (%),Network Inbound Data (Bytes),Network Outbound Data (Bytes),Usage Start Date,Usage End Date,Cost per Quantity ($),Unrounded Cost ($),Rounded Cost ($),Total Cost (INR)
res-UGEUXAAR,Kubernetes Engine,112.4333,Hours,us-central1,52.52,97.7,35401774619,44386018898,03-07-2024 09:09,08-07-2024 01:35,4.63,520.57,521,43243
res-W8GT53T9,Cloud NAT,685.6808,Requests,us-west1,6.07,48.18,86499354372,91996827106,24-08-2024 16:26,29-08-2024 06:37,4.9,3359.84,3360,278880
res-ALXOYSRK,Cloud Data Fusion,11.9494,Requests,southamerica-east1,94.02,16.06,76472318775,81965940657,09-08-2024 10:19,14-08-2024 11:40,7.2,86.04,86,7138
res-BZNFRDX2,Cloud VPC,763.7549,Requests,europe-north1,23.07,31.52,75882534919,84257405517,15-07-2024 13:46,20-07-2024 16:41,1.38,1053.98,1054,87482
res-6C3V0R66,Cloud Storage,217.4256,GB,asia-northeast1,18.53,30.3,20427670770,22033898860,07-07-2024 13:53,11-07-2024 07:22,9.19,1998.14,1998,165834
res-UOI35WIO,Cloud CDN,833.7372,Requests,europe-west3,74.93,39.42,73106122811,78832078777,18-08-2024 12:38,19-08-2024 14:52,8.79,7328.55,7329,608307
res-7SK0IW04,Cloud Storage,56.2214,GB,europe-west3,94.49,62.81,22376598442,27381752720,15-07-2024 14:00,17-07-2024 20:43,3.78,212.52,213,17679
res-FHUOQ7BP,Cloud Armor,910.6406,GB,europe-west3,39.04,90.32,70554590057,75016268178,11-08-2024 04:56,16-08-2024 11:42,1.31,1192.94,1193,99019
res-2H5XPJCL,Pub/Sub,566.6421,Requests,southamerica-east1,77.41,56.61,72133762805,80350643973,11-07-2024 14:07,15-07-2024 05:46,2.17,1229.61,1230,102090
res-2XJ967QZ,Cloud Armor,809.6094,Requests,us-central1,87.85,37.18,83122842259,92891585359,03-07-2024 13:01,06-07-2024 22:46,5.54,4485.24,4485,372255
res-4QU0YIQZ,Cloud VPC,453.4353,GB,europe-west3,9.78,85.01,37576289546,45693849488,05-07-2024 14:57,11-07-2024 02:10,6.45,2924.66,2925,242775
res-X5BTK7T1,Cloud Data Fusion,328.3641,Requests,asia-southeast1,21.95,3.74,33020350100,41725728130,08-07-2024 17:22,13-07-2024 03:52,6.78,2226.31,2226,184758
res-ILRQ5BOR,Cloud Storage,659.5464,GB,northamerica-northeast1,37.34,87.67,11065384355,13147665462,14-08-2024 13:09,17-08-2024 15:50,7.19,4742.14,4742,393586
res-LZN5MXKZ,Pub/Sub,793.7649,GB,asia-east1,27.33,95.49,84458700721,87023569683,07-07-2024 04:56,12-07-2024 05:15,2.2,1746.28,1746,144918
res-GIS6VY8D,Cloud Build,194.0681,Requests,southamerica-east1,90.24,74.11,90235122681,94996618262,26-07-2024 17:46,29-07-2024 18:04,3.97,770.45,770,63910
res-9PQAWL9B,Cloud Build,630.455,GB,europe-west3,79.56,21.86,26681757591,35780472522,30-06-2024 20:57,05-07-2024 05:07,8.17,5150.82,5151,427533
res-A4ULLZJW,Cloud Storage,340.1787,GB,us-west1,13.58,33.18,50524366416,59630573021,02-07-2024 09:16,07-07-2024 09:25,5.29,1799.55,1800,149400
res-NMOO691Q,Cloud NAT,517.1946,GB,northamerica-northeast1,99.97,28.88,12227499618,13094464652,07-07-2024 10:32,13-07-2024 01:12,4.25,2198.08,2198,182434
res-JIHT0WWH,Cloud VPN,665.624,Requests,southamerica-east1,97.85,91.44,43211531039,52236057299,14-08-2024 14:34,20-08-2024 10:45,8.17,5438.15,5438,451354
res-AFUYJB0H,Cloud Build,432.7213,Requests,europe-west3,40.56,5.12,11776359265,21696342956,24-07-2024 08:49,29-07-2024 02:06,9.06,3920.45,3920,325360
res-JMGZF3QU,Cloud Endpoints,25.3189,Requests,europe-north1,84.51,45.14,80810027545,83529651563,11-08-2024 18:41,16-08-2024 17:05,8.64,218.76,219,18177
res-244K42M1,Pub/Sub,776.2808,Requests,asia-southeast1,20.99,98.45,30387152004,33233310560,23-07-2024 09:29,26-07-2024 19:32,7.81,6062.75,6063,503229
res-FSPGUZ6S,Cloud Run,90.9833,Hours,asia-east1,97.4,56.97,2957530557,5843104167,24-07-2024 00:38,27-07-2024 19:37,3.48,316.62,317,26311
res-NJ8FT0KB,Firestore,357.5233,GB,asia-southeast1,58.89,97.27,47423037699,50284914701,28-08-2024 14:01,29-08-2024 23:33,5.99,2141.56,2142,177786
res-P8YZ4FWM,Cloud Endpoints,601.8144,GB,northamerica-northeast1,59.89,18.97,44727126673,45239018284,07-08-2024 09:36,12-08-2024 06:28,7.81,4700.17,4700,390100
res-1GXD61J7,Cloud Data Fusion,153.8323,GB,southamerica-east1,34.89,39.97,88229925390,93405272504,10-08-2024 05:23,15-08-2024 09:52,7.86,1209.12,1209,100347
res-2QG7Y510,Cloud Run,46.6833,Hours,us-central1,65.91,24.26,1038679308,1207921154,08-07-2024 09:22,10-07-2024 08:03,7.28,339.85,340,28220
res-LN6R2D91,Kubernetes Engine,33.5167,Hours,asia-east1,76.81,64.04,43593721610,52263568746,06-07-2024 02:55,07-07-2024 12:26,8.29,277.85,278,23074
res-5YTFENT5,Cloud Build,754.9827,Requests,southamerica-east1,26.95,25.64,11301198401,17506915601,11-07-2024 03:47,14-07-2024 07:47,8.18,6175.76,6176,512608
res-G5MKIZMW,Cloud Run,132.15,Hours,asia-east1,78.93,63.69,48523174581,50673476199,30-07-2024 12:53,05-08-2024 01:02,1.86,245.8,246,20418
res-602AFQM4,Kubernetes Engine,57.15,Hours,australia-southeast1,83.95,39.68,39095990149,44866998326,24-08-2024 05:08,26-08-2024 14:17,6.76,386.33,386,32038
res-AHNBC1V6,Cloud Endpoints,388.7474,GB,europe-north1,72.75,57.96,93325878549,1.00975E+11,09-08-2024 03:54,14-08-2024 06:54,2.03,789.16,789,65487
res-L5LC38CL,AI Platform,32.3167,Hours,us-central1,76.49,69.71,33326456106,38389861466,10-07-2024 01:36,11-07-2024 09:55,1.71,55.26,55,4565
res-ZOOSV7U0,Cloud Armor,704.9892,GB,europe-west1,28.27,51.95,55442069999,63087373471,18-08-2024 10:27,22-08-2024 07:34,3.03,2136.12,2136,177288
res-1J735M7J,Cloud Run,96.5333,Hours,europe-west3,49.33,45.03,74025589911,75570232081,12-08-2024 11:08,16-08-2024 11:40,3.15,304.08,304,25232
res-RRTQYB1W,Cloud Memorystore,224.6634,Requests,us-central1,96.43,51.92,78234763502,78418921626,31-07-2024 11:07,01-08-2024 12:23,3.07,689.72,690,57270
res-FGBS0WGH,Cloud Build,549.3916,GB,northamerica-northeast1,12.45,61.62,20227287540,27147217840,10-07-2024 10:15,13-07-2024 23:54,6.11,3356.78,3357,278631
res-PWICWFVI,Cloud Storage,791.6701,GB,europe-west3,56.26,62.14,37369937349,38028739139,24-07-2024 07:52,28-07-2024 18:24,9.15,7243.78,7244,601252
res-7YK3TQE4,Kubernetes Engine,113.35,Hours,asia-east1,91.64,12.52,19503952454,26720821217,26-07-2024 04:07,30-07-2024 21:28,3.1,351.38,351,29133
res-J0V30FRI,Cloud Interconnect,341.9698,Requests,us-east1,73.3,96.95,72892190659,79569564021,17-07-2024 05:00,22-07-2024 03:23,5.27,1802.18,1802,149566
res-V73RDKOP,Cloud Endpoints,209.4004,GB,europe-west3,44.05,1.48,18157861240,21352123635,22-07-2024 14:32,26-07-2024 11:34,8.98,1880.42,1880,156040
res-PU0JBV9Y,Firestore,587.6768,Requests,us-west1,81.61,50.26,36687324040,39159602354,19-08-2024 15:58,21-08-2024 21:00,3.16,1857.06,1857,154131
res-1KB82DYG,Pub/Sub,517.2012,GB,australia-southeast1,51.35,48.91,88995413371,94138735210,10-07-2024 09:36,11-07-2024 13:39,7.47,3863.49,3863,320629
res-X2N9B19G,Container Registry,302.3678,GB,asia-east1,90.78,86.3,17717813072,18693727301,03-08-2024 14:06,05-08-2024 04:14,9.77,2954.13,2954,245182
res-20XGKVRF,Cloud Endpoints,727.624,Requests,australia-southeast1,75.76,98.84,28995209715,34724604400,04-07-2024 19:24,06-07-2024 21:39,6.77,4926.01,4926,408858
res-RMU6UPAA,Dataflow,58.8667,Hours,europe-west3,9.57,50.39,17964013909,25344471081,20-08-2024 14:34,23-08-2024 01:26,4.79,281.97,282,23406
res-D9YP5JBF,Cloud Storage,396.9256,GB,us-east1,57.06,22.3,10093349684,14110520431,19-07-2024 17:58,23-07-2024 21:31,9.33,3703.32,3703,307349
res-Q001KRCJ,AI Platform,64,Hours,us-east1,9.87,99.57,59168350548,64369054308,15-07-2024 17:15,18-07-2024 09:15,1.83,117.12,117,9711
res-88PVHM3A,Cloud VPN,969.402,Requests,us-east1,44.87,61.09,39961530048,46907092891,22-08-2024 06:17,27-08-2024 20:30,6.34,6146.01,6146,510118
res-G6T28FP4,Dataflow,43.2167,Hours,northamerica-northeast1,72.52,1.51,45131283127,46316748350,31-07-2024 07:15,02-08-2024 02:28,8.39,362.59,363,30129
res-SV1O8NCR,Cloud CDN,429.6128,GB,europe-west1,7.57,82.52,17780576274,24026754063,14-08-2024 10:27,19-08-2024 01:50,9.89,4248.87,4249,352667
res-2JNCMS7N,Cloud Interconnect,553.815,GB,us-central1,81.55,79.67,87699225085,95956905153,18-07-2024 09:39,21-07-2024 23:30,6.04,3345.04,3345,277635
res-V74BYSS7,Cloud Storage,129.8672,GB,europe-west3,5.83,72.51,97271842205,1.04917E+11,07-08-2024 13:28,08-08-2024 21:41,3.89,505.18,505,41915
res-7HN7RZ4O,Firestore,883.9655,GB,europe-north1,81.56,41.86,71993398692,79432069155,28-07-2024 16:33,30-07-2024 09:06,7.57,6691.62,6692,555436
res-GS1KK7AZ,Pub/Sub,650.1731,GB,europe-north1,97.68,14.98,51083335309,59942102426,18-08-2024 01:30,23-08-2024 11:01,2.64,1716.46,1716,142428
res-D6S0XWDH,Cloud Run,113.8,Hours,europe-north1,58,73.66,54886361862,61508082818,11-07-2024 18:06,16-07-2024 11:54,9.93,1130.03,1130,93790
res-T0HRH0Q7,Cloud Build,825.9177,GB,us-east1,95.54,1.83,97624944269,1.01582E+11,02-08-2024 00:36,07-08-2024 16:46,5.26,4344.33,4344,360552
res-S76CVVV0,Cloud Storage,302,Requests,australia-southeast1,36.32,44.99,56062052295,57962755958,13-07-2024 20:58,17-07-2024 02:30,2.49,751.98,752,62416
res-XID13Z75,Cloud Data Fusion,369.457,GB,europe-west1,67.88,52.34,70482607937,71066862636,21-08-2024 12:02,23-08-2024 06:05,2.96,1093.59,1094,90802
res-IAQOWG44,Cloud Storage,988.4076,GB,europe-west3,15.15,0.46,27269706614,31125899311,10-08-2024 23:53,15-08-2024 08:52,1.98,1957.05,1957,162431
res-LWCETABL,Cloud Data Fusion,635.6509,GB,southamerica-east1,57.93,37.46,54773978257,61950291164,11-08-2024 12:46,13-08-2024 14:18,8.88,5644.58,5645,468535
res-AVUOMRX1,Cloud SQL,575.5324,GB,us-east1,45.97,23.87,1791250551,5271422916,02-08-2024 01:07,06-08-2024 02:30,6.94,3994.19,3994,331502
res-J8G7NJAD,Cloud Storage,145.9373,Requests,northamerica-northeast1,9.59,28.75,81987854667,83659890497,02-07-2024 17:05,04-07-2024 13:56,6.25,912.11,912,75696
res-VDWB23OS,Kubernetes Engine,70.8167,Hours,northamerica-northeast1,25.47,23.54,91627430806,95331713711,25-08-2024 04:52,28-08-2024 03:41,9.72,688.34,688,57104
res-FJK6RBWJ,Cloud SQL,147.5414,Requests,us-east1,83.68,54.06,53965957218,59474416324,08-08-2024 19:34,11-08-2024 02:49,2.2,324.59,325,26975
res-89Y5XH07,AI Platform,82.8167,Hours,europe-north1,44.99,73.76,42348481451,49709897119,15-07-2024 00:13,18-07-2024 11:02,2.98,246.79,247,20501
res-51S0QIGR,Firestore,411.7334,Requests,australia-southeast1,95.1,76.72,23086198528,32825811850,19-07-2024 09:51,24-07-2024 03:09,9.47,3899.12,3899,323617
res-RQ2DAE5D,Cloud Run,57.3667,Hours,asia-southeast1,5.5,55.66,20230884904,21234631544,25-07-2024 05:56,27-07-2024 15:18,7.87,451.48,451,37433
res-MUPY9G3R,Cloud VPC,416.7408,GB,asia-northeast1,15.52,37.1,61889461542,65781073688,10-08-2024 06:17,15-08-2024 06:54,6.63,2762.99,2763,229329
res-12ONWGY0,Cloud Armor,109.3975,Requests,northamerica-northeast1,61.56,0.16,95837221898,1.00732E+11,30-07-2024 16:07,03-08-2024 12:08,3.99,436.5,436,36188
res-TIDGZD5D,Cloud Memorystore,116.0494,Requests,southamerica-east1,66.47,81.04,33771852558,37369213590,03-07-2024 02:50,07-07-2024 04:55,8.94,1037.48,1037,86071
res-OQIQBRJ4,Cloud SQL,742.8148,Requests,europe-west3,56.03,6.02,34351732282,34678750344,24-07-2024 22:23,26-07-2024 23:48,4.87,3617.51,3618,300294
res-TOWIZPQ6,Cloud Interconnect,375.4176,Requests,asia-east1,65.57,87.62,95600167860,98586324009,30-06-2024 23:38,03-07-2024 02:15,3.08,1156.29,1156,95948
res-HL2D36SZ,Cloud Build,31.2755,Requests,europe-north1,22.99,75.22,65622960511,66341293879,10-07-2024 08:55,14-07-2024 05:56,3.65,114.16,114,9462
res-HXSZTC02,Cloud Run,35.4333,Hours,northamerica-northeast1,25.89,96.14,68898788478,74470389472,30-06-2024 16:20,02-07-2024 03:46,4.02,142.44,142,11786
res-XVQ1M91N,Cloud VPC,777.8178,Requests,northamerica-northeast1,35.39,32.36,63884403409,65177513275,12-08-2024 07:18,18-08-2024 00:30,5.76,4480.23,4480,371840
res-79FPROWE,Cloud Data Fusion,216.1677,Requests,europe-north1,53.52,54.18,68550645302,76772333973,04-07-2024 17:08,09-07-2024 13:45,9.74,2105.47,2105,174715
res-723DJQ6D,Cloud Data Fusion,967.0035,Requests,asia-northeast1,7.96,10.82,65566056958,69139290269,04-08-2024 06:46,08-08-2024 05:39,8.99,8693.36,8693,721519
res-UUZ2KMR0,Cloud VPN,614.1449,Requests,us-east1,49.41,60.54,71938574379,74911332182,11-08-2024 17:32,17-08-2024 15:56,3.05,1873.14,1873,155459
res-2YI0KXQ4,Cloud Storage,700.1031,Requests,southamerica-east1,37.22,58.66,88870480640,90559922778,11-07-2024 11:04,14-07-2024 06:09,9.16,6412.94,6413,532279
res-BIZLO9XV,Cloud Load Balancing,749.4753,Requests,europe-west3,85.61,27.21,34512266113,42396858117,01-07-2024 20:11,07-07-2024 03:39,6.92,5186.37,5186,430438
res-3O5Q6SPM,Cloud Spanner,647.1712,GB,australia-southeast1,12.38,39.08,10175153127,17016011208,23-07-2024 23:08,26-07-2024 20:31,9.65,6245.2,6245,518335
res-LF2TM5UY,Cloud Endpoints,609.1025,Requests,us-west1,62.06,35.75,78808451311,79516684243,21-07-2024 10:44,23-07-2024 11:15,6.62,4032.26,4032,334656
res-N1V5L3PF,Cloud VPN,804.0664,GB,northamerica-northeast1,75.7,97.66,77064605414,81678867817,10-07-2024 07:36,15-07-2024 03:10,4.28,3441.4,3441,285603
res-K27AH0K9,Cloud CDN,187.2887,Requests,europe-north1,81.86,14.13,32806148614,40584125808,05-07-2024 19:28,07-07-2024 02:42,8.83,1653.76,1654,137282
res-FFU623P2,Cloud Interconnect,377.6054,GB,europe-west1,31.21,54.64,25009594193,34804350306,03-07-2024 20:09,06-07-2024 13:01,5.68,2144.8,2145,178035
res-XWQV2S7H,Cloud Functions,67.7333,Hours,asia-northeast1,95.83,41.85,78440748612,85486927373,12-07-2024 16:20,15-07-2024 12:04,8.84,598.76,599,49717
res-9H929X64,Cloud Functions,73.95,Hours,asia-east1,93.44,68.76,12456947603,16300754614,07-08-2024 05:28,10-08-2024 07:25,5.24,387.5,388,32204
res-0OKK21UC,Cloud CDN,568.7916,GB,us-central1,70.05,67.12,61148063721,70111111358,13-08-2024 18:52,19-08-2024 08:18,2.61,1484.55,1485,123255
res-CL1J2OYA,Dataflow,36.25,Hours,europe-north1,57.77,5.48,80117113469,80153576330,27-08-2024 19:10,29-08-2024 07:25,4.19,151.89,152,12616
res-X4MU63JA,Firestore,288.1675,GB,asia-northeast1,38.26,33.25,8501476936,15392500201,20-08-2024 13:43,24-08-2024 00:36,4.1,1181.49,1181,98023
res-SEIJTZ7P,Compute Engine,48.75,Hours,asia-east1,10.17,93.94,24435018446,24710434830,11-08-2024 22:13,13-08-2024 22:58,5.42,264.23,264,21912
res-0JDXNFWD,Dataflow,123.5333,Hours,europe-west1,56,45.03,16460186813,17852026452,17-08-2024 23:06,23-08-2024 02:38,2.01,248.3,248,20584
res-DFXDPR49,Cloud Interconnect,603.5435,Requests,europe-west3,5.96,31.13,38527162678,39635005557,19-07-2024 16:25,22-07-2024 05:14,3.7,2233.11,2233,185339
res-39CXL3S6,Pub/Sub,673.8625,GB,asia-east1,46.98,68.94,23560942202,25252564605,26-08-2024 17:40,31-08-2024 21:19,2.69,1812.69,1813,150479
res-I8QITTRF,Firestore,142.6776,GB,us-central1,72.5,75.43,93728555055,95810901292,13-08-2024 16:10,18-08-2024 22:18,3.43,489.38,489,40587
res-7G3IAMPQ,Cloud Interconnect,30.7914,GB,asia-east1,99.67,25.22,31693150202,35848821301,05-08-2024 12:29,06-08-2024 20:02,3.39,104.38,104,8632
res-MSQ1NK26,Compute Engine,61.75,Hours,southamerica-east1,21.01,90.87,22465469172,31008980415,22-08-2024 08:26,24-08-2024 22:11,8.82,544.63,545,45235
res-3R9TGT07,Cloud Endpoints,98.7196,Requests,northamerica-northeast1,81.91,97.66,69176118241,70353669674,25-08-2024 21:11,30-08-2024 09:03,9.02,890.45,890,73870
res-SQ9YX98C,Cloud CDN,598.3014,Requests,europe-west3,43.99,26.46,84689113235,91029191150,05-07-2024 07:36,09-07-2024 18:27,6.56,3924.86,3925,325775
res-2W7UN71I,Cloud Endpoints,305.88,Requests,asia-northeast1,62.24,16.55,77219204958,82187842771,25-07-2024 16:50,28-07-2024 08:06,4.18,1278.58,1279,106157
res-P3ZI6VO8,Dataflow,32.7667,Hours,asia-southeast1,84.53,65.92,26796831999,29749158947,21-08-2024 01:51,22-08-2024 10:37,8.94,292.93,293,24319
res-LDEFKZID,Cloud Armor,275.9775,GB,us-central1,49.86,71.17,46776167891,50808021282,15-07-2024 12:30,17-07-2024 15:20,4.15,1145.31,1145,95035
res-88OPB1KK,Pub/Sub,601.8522,Requests,asia-east1,31.71,70.24,28038913731,37441336007,01-08-2024 05:07,05-08-2024 04:53,3.76,2262.96,2263,187829
res-GN2VQM09,Cloud Functions,93.35,Hours,us-west1,39.94,64.89,44483443936,52798878897,05-07-2024 23:57,09-07-2024 21:18,6.69,624.51,625,51875
res-AJJX91AK,Cloud Spanner,746.6981,Requests,europe-north1,7.34,6.22,66838551161,75421143920,22-07-2024 12:33,27-07-2024 04:03,9.14,6824.82,6825,566475
res-7DBWLHZC,Cloud Spanner,843.7141,GB,europe-north1,48.44,33.53,69219108320,75026706515,12-07-2024 18:26,14-07-2024 17:03,3.06,2581.77,2582,214306
res-3B55JMP3,Pub/Sub,778.0122,GB,northamerica-northeast1,79.14,83.42,56450611354,61528752233,07-08-2024 13:32,10-08-2024 16:22,5.88,4574.71,4575,379725
res-ESKAT58I,Container Registry,742.733,GB,us-central1,53.62,91.94,42754112030,44947389011,23-07-2024 09:42,26-07-2024 00:27,4.32,3208.61,3209,266347
res-BNWFJDUX,Dataflow,101.3667,Hours,europe-west3,7.16,26.61,12038236912,14962833377,14-07-2024 13:26,18-07-2024 18:48,9.99,1012.65,1013,84079
res-Y2LPJK5N,Cloud VPN,206.065,Requests,northamerica-northeast1,71.06,31.47,47560830234,56232607720,27-08-2024 13:42,29-08-2024 01:30,2.96,609.95,610,50630
res-UCRJNM18,AI Platform,40.9833,Hours,europe-west1,47.14,18.34,63610084029,69417402995,07-08-2024 15:32,09-08-2024 08:31,6.12,250.82,251,20833
res-ZGO426P7,BigQuery,135.875,GB,europe-west1,58.92,50.88,84605460548,90889118377,07-08-2024 09:39,11-08-2024 07:46,2.97,403.55,404,33532
res-RJHBOG4O,Cloud Build,475.9021,Requests,asia-east1,52.04,45.49,13042409238,19758151862,05-07-2024 16:26,08-07-2024 00:55,6.33,3012.46,3012,249996
res-BJRQUXE2,Firestore,366.7652,Requests,europe-west3,39.2,95.49,73935149928,76867013143,16-07-2024 18:18,19-07-2024 17:02,8.88,3256.87,3257,270331
res-B56DIFV0,Cloud Load Balancing,78.1574,GB,asia-southeast1,28.77,38.37,68437908717,73714272859,10-08-2024 05:42,15-08-2024 19:16,7.61,594.78,595,49385
res-0ICXG4ZW,Cloud Dataproc,584.6599,GB,southamerica-east1,36.6,44.59,75693392103,76796243104,17-08-2024 16:07,21-08-2024 02:09,3.54,2069.7,2070,171810
res-BI34UWGA,Cloud CDN,769.1603,GB,northamerica-northeast1,58.6,13,69124278905,72811556803,11-07-2024 03:42,14-07-2024 13:19,9.74,7491.62,7492,621836
res-TUPZVVKE,Cloud Memorystore,950.8256,GB,us-east1,59.17,45.32,39719777492,40434031092,28-08-2024 17:08,02-09-2024 03:05,1.04,988.86,989,82087
res-GEV1Y8HI,Cloud Storage,188.1814,GB,us-central1,45.59,0.74,70986627818,73957879900,31-07-2024 21:15,03-08-2024 01:50,9.09,1710.57,1711,142013
res-PAL051U9,Compute Engine,133.2167,Hours,asia-east1,29.46,43.02,64428427437,69807541620,20-07-2024 14:35,26-07-2024 03:48,6.73,896.55,897,74451
res-8J3C2M2T,Cloud VPN,580.6282,Requests,us-east1,53.45,20.49,58478050426,61938156194,08-07-2024 02:20,13-07-2024 16:46,2.04,1184.48,1184,98272
res-WSPS7X5M,Cloud Endpoints,609.7804,GB,southamerica-east1,35.25,47.74,27794696694,37505380535,18-08-2024 04:13,23-08-2024 15:36,8.38,5109.96,5110,424130
res-0IY5CRHC,Cloud Endpoints,446.8464,Requests,us-central1,53.22,40.17,77665417376,82152580105,06-07-2024 00:15,07-07-2024 06:00,7.93,3543.49,3543,294069
res-VYZLUG57,Firestore,821.4108,Requests,asia-southeast1,95.03,33.02,31067732424,31349574604,01-08-2024 11:19,05-08-2024 09:12,4.18,3433.5,3434,285022
res-OORW7Y1Q,Compute Engine,48.8667,Hours,europe-north1,64.12,10.05,93693705011,95493533688,29-08-2024 00:04,31-08-2024 00:56,2.91,142.2,142,11786
res-A5ZSG12K,Kubernetes Engine,65.75,Hours,northamerica-northeast1,43.12,83.74,48923582697,52412729114,24-07-2024 06:00,26-07-2024 23:45,2.02,132.81,133,11039
res-MAVKE4GL,Cloud Interconnect,710.9828,Requests,us-west1,51.03,44.13,13274532433,15347515493,13-08-2024 05:19,14-08-2024 19:46,7.54,5360.81,5361,444963
res-0YFKNFF9,BigQuery,351.7877,GB,europe-north1,68.52,82.26,42224157865,49430532269,29-08-2024 01:57,02-09-2024 09:48,8.43,2965.57,2966,246178
res-9MSA5DVB,Cloud Memorystore,107.1353,Requests,europe-west1,59.21,69.65,87437657385,89558952845,13-08-2024 07:22,14-08-2024 17:23,2.82,302.12,302,25066
res-0NU1STIM,Cloud SQL,856.7478,Requests,northamerica-northeast1,2.61,7.63,34237954862,38120936455,11-07-2024 02:34,13-07-2024 15:18,2.61,2236.11,2236,185588
res-QGS9F0Q3,Cloud NAT,194.1528,GB,us-west1,87.72,47.91,44611513293,47028070582,20-07-2024 22:19,24-07-2024 23:18,5.32,1032.89,1033,85739
res-55NYF6H9,Firestore,337.1101,GB,europe-west3,5.54,13.21,22917240264,29531303100,12-08-2024 21:46,15-08-2024 01:42,7.83,2639.57,2640,219120
res-THH37V0A,Firestore,364.1758,GB,asia-east1,33.72,86.85,63912458976,65762973330,30-06-2024 17:08,03-07-2024 20:15,5.32,1937.42,1937,160771
res-TFPMPEIG,Container Registry,850.293,Requests,us-central1,51.19,96.26,86579004283,86783415504,15-07-2024 14:32,18-07-2024 04:48,6.08,5169.78,5170,429110
res-6N22OLZ8,Cloud Spanner,358.3231,Requests,asia-northeast1,59.61,29.73,4720168247,9704777665,02-07-2024 23:29,04-07-2024 10:37,6.24,2235.94,2236,185588
res-U03PSDGO,Kubernetes Engine,70.9167,Hours,us-central1,67.07,34.07,77185072905,77870473879,28-08-2024 12:31,31-08-2024 11:26,6.3,446.78,447,37101
res-C2BO9C9A,Cloud Build,359.6147,GB,asia-northeast1,15.22,33.29,74126443926,83900514981,02-07-2024 19:13,04-07-2024 20:08,3.06,1100.42,1100,91300
res-GTVL3MN7,Cloud Interconnect,65.8491,GB,us-west1,63.27,81.93,61395456923,69442456383,25-08-2024 21:15,28-08-2024 07:52,6.63,436.58,437,36271
res-OZF4OSTM,Cloud Functions,111.4167,Hours,europe-west1,29.83,54.6,81505567289,83707185300,01-08-2024 04:26,05-08-2024 19:51,7.29,812.23,812,67396
res-8VF7SQNS,Cloud VPN,77.1615,Requests,europe-west1,14.81,29.94,9666482890,12995923970,10-07-2024 23:29,16-07-2024 23:28,8.18,631.18,631,52373
res-TXE03SK4,BigQuery,296.8281,GB,southamerica-east1,7.52,70.95,67249581572,68679044281,03-07-2024 11:56,09-07-2024 11:19,7.83,2324.16,2324,192892
res-IKCJY3HZ,Firestore,809.9885,GB,northamerica-northeast1,4.19,66.7,68201830951,72712157558,08-07-2024 17:07,13-07-2024 16:13,6.19,5013.83,5014,416162
res-TIBV15AR,Cloud Build,175.2578,GB,asia-east1,8.17,50.76,61712058967,67424474190,11-08-2024 15:12,15-08-2024 23:02,7.14,1251.34,1251,103833
res-5YAYM33B,Cloud Interconnect,229.21,Requests,us-east1,52.18,35.2,18929284329,27071360698,16-08-2024 10:02,22-08-2024 02:51,5.05,1157.51,1158,96114
res-TH1L34PP,Compute Engine,110.6333,Hours,europe-north1,96.41,93.46,43249983996,47277143210,12-07-2024 22:56,17-07-2024 13:34,5.17,571.97,572,47476
res-TX87IQKK,Cloud Functions,32.3667,Hours,europe-west3,51.62,84.34,32651886748,38114080646,28-07-2024 19:01,30-07-2024 03:23,1.88,60.85,61,5063
res-SGGDE383,Cloud CDN,202.9644,GB,asia-southeast1,65.39,96.46,39527760122,45152662232,09-08-2024 02:43,12-08-2024 01:39,2.17,440.43,440,36520
res-GHLDEZ5Z,Cloud Memorystore,403.475,GB,us-central1,78.52,13.57,91789708623,92577225266,14-08-2024 18:02,17-08-2024 02:19,6.73,2715.39,2715,225345
res-UKLS5GOC,Cloud Memorystore,658.4138,GB,northamerica-northeast1,9.38,29.91,55784219171,61664429785,16-07-2024 22:05,21-07-2024 06:17,5.3,3489.59,3490,289670
res-02OHKV13,BigQuery,687.2747,GB,asia-southeast1,66.96,5.11,45579791022,46657905187,25-07-2024 12:01,30-07-2024 12:28,4.5,3092.74,3093,256719
res-9NKCFDV5,Cloud Dataproc,141.724,Requests,europe-north1,55,94.6,13878173960,17590090093,25-08-2024 02:41,29-08-2024 07:39,2.38,337.3,337,27971
res-3L534J8F,Cloud NAT,806.7405,GB,europe-west1,31.41,66.93,33910114913,41233732659,07-07-2024 19:48,09-07-2024 11:23,8.45,6816.96,6817,565811
res-8URTNW3D,Cloud Load Balancing,420.3552,Requests,southamerica-east1,89.81,9.69,24541098891,27856259433,29-07-2024 07:48,01-08-2024 20:51,6.93,2913.06,2913,241779
res-JANIO4Q7,Cloud VPC,953.3639,Requests,europe-north1,24.74,87.26,86477894088,94732303065,19-08-2024 20:36,21-08-2024 17:40,5.69,5424.64,5425,450275
res-D898I2VF,Cloud Spanner,203.471,Requests,europe-west3,25.97,35.92,54961037038,64188062442,15-07-2024 17:28,19-07-2024 17:52,9.28,1888.21,1888,156704
res-MHZNFQHE,Cloud VPC,178.9791,GB,asia-northeast1,74.45,59.61,51923213434,61022206143,02-07-2024 07:10,07-07-2024 00:59,2.1,375.86,376,31208
